,"1. Următoarele/ următoarea afirmații cu privire la fiziologia respirației sunt adevărate:
",,,,
FALSE,"   10. Oscilaţia între muşchii flexori şi extensori nu este posibilă în cazul întreruperii afercnţclor senzoriale.
",,,,
FALSE,,,,,
FALSE,"203. Reflexul de flexie şi reflexele de retragere implică următoarele:
",,,,
FALSE,"   1. Căile pentru declanşarea reflexului de flexie nu fac sinapsă direct în motoneuronii anteriori. ci iniţial în intemeuronii medulari şi numai secundar în neuronii motori; cele mai scurte căi de transmitere a reflexelor polisinaptice sunt alcătuite din trei sau patru intemeuroni, însă majoritatea arcurilor reflexe conţin mai mulţi neuroni şi implică tipuri de circuite elementare: circuite convergente pentru propagarea impulsurilor către muşchii care asigură reflexul de retragere; circuite pentru inhibarea muşchilor antagonişti (circuite de excitaţie reciprocă); circuite pentru descărcarea ulterioară de durată a neuronilor, care durează mai multe minute după încetarea stimulului.
",,,,
TRUE,"   2. Descărcarea ulterioară imediată, cu durata între 6 şi 8 milisecunde, este rezultatul descărcării repetitive a interneuronilor stimulaţi, iar descărcarea ulterioară prelungită apare după stimuli dureroşi puternici, când transmiterea se realizează prin căi recurente care iniţiază oscilatii în circuitele reverberante de la nivelul interneuronilor, care transmit impulsuri spre motoneuronii anteriori uneori timp de câteva secunde după încetarea semnalului senzorial aferent.
",,,,
TRUE,"   3. Căile pentru declanşarea reflexului de flexie nu fac sinapsă direct în motoneuronii anteriori. ci iniţial în intemeuronii medulari şi numai secundar în neuronii motori; cele mai scurte căi de transmitere a reflexelor polisinaptice sunt alcătuite din trei sau patru intemeuroni, însă majoritatea arcurilor reflexe conţin mai mulţi neuroni şi implică tipuri de circuite elementare: circuite divergente pentru propagarea impulsurilor către muşchii care asigură reflexul de retragere; circuite pentru inhibarea muşchilor antagonişti (circuite de inhibiţie reciprocă); circuite pentru descărcarea ulterioară de durată a neuronilor, care durează mai multe fracţiuni de secundă după încetarea stimulului.
",,,,
FALSE,,,,,
TRUE,"   5. Tiparul de retragere care apare când este activat reflexul de flexie depinde de tipul de nerv senzorial stimulat, astfel că un stimul dureros aplicat la nivelul feţei mediale a braţului activează nu numai contracţia muşchilor flexori ai braţului, ci şi contracţia muşchilor abductori care deplasează braţul spre exterior, deci centrii integrativi ai măduvei determină contracţia acelor muşchi care pot îndepărta cel mai eficient regiunea afectată a corpului de stimulul dureros.
",,,,
FALSE,"   6. Tiparul de retragere care apare când este activat reflexul de flexie depinde de tipul de nerv senzorial stimulat, astfel că un stimul dureros aplicat la nivelul feţei mediale a braţului activează nu numai contracţia muşchilor extensori ai braţului, ci şi contracţia muşchilor adductori care deplasează braţul spre exterior, deci centrii integrativi ai măduvei determină contracţia acelor muşchi care pot îndepărta cel mai eficient regiunea afectată a corpului de stimulul dureros.
",,,,
FALSE,"   7. Descărcarea ulterioară imediată, cu durata între 6 şi 8 microsecunde, este rezultatul descărcării repetitive a interneuronilor stimulaţi, iar descărcarea ulterioară prelungită apare după stimuli dureroşi puternici, când transmiterea se realizează prin căi recurente care iniţiază oscilaţii în circuitele reverberante de la nivelul interneuronilor, care transmit impulsuri spre motoneuronii anteriori uneori timp de câteva milisecunde după încetarea semnalului senzorial aferent.
",,,,
TRUE,"   8. Reflexul de flexie este un reflex de apărare care îndepărtează zona stimulată de agentul nociv şi, datorită descărcării ulterioare, reflexul poate menţine zona afectată la distanţă de stimul încă 0,1-3 secunde după încetarea stimulării, timp în care alte reflexe şi acţiuni ale sistemului nervos central pot deplasa întregul corp la distanţă de stimulul dureros.
",,,,
FALSE,"   9. Răspunsul flexor apare la câteva secunde după stimularea unei terminaţii nervoase nociceptoare, după alte câteva secunde reflexul se epuizează, astfel că după încetarea stimu lului tonusul muscular revine la normal dar numai după câteva milisecunde din cauza descărcării ulterioare, cu durata care depinde de intensitatea stimulului senzorial care a declanşat reflexul: un stimul tactil slab nu produce aproape deloc descărcare ulterioară, însă după un stimul dureros puternic descărcarea ulterioară poate dura o secundă sau mai mult.
",,,,
TRUE,"   10. Răspunsul flexor apare la câteva milisecunde după stimularea unei terminaţii nervoase nociceptoare, după alte câteva secunde reflexul se epuizează, astfel că după încetarea stimulului tonusul muscular revine la normal dar numai după câteva milisecunde din cauza descărcării ulterioare, cu durata care depinde de intensitatea stimulului senzorial care a declanşat reflexul: un stimul tactil slab nu produce aproape deloc descărcare ulterioară, însă după un stimul dureros puternic descărcarea ulterioară poate dura o secundă sau mai mult.
",,,,
FALSE,,,,,
FALSE,"204. Reflexul de sincronizare se manifestă astfel:
",,,,
FALSE,"   1. Acest tipar al deplasării nu este posibil în absenţa legăturii cu centri superiori.
",,,,
TRUE,"   2. La patruped întinderea membrelor activează uneori reflexe de păşire care implică toate cele patru membre.
",,,,
TRUE,"   3. Răspunsul în diagonală reprezintă o altă manifestare a inervaţiei reciproce, de data aceasta pe întreaga distanţă dintre regiunile medulare pentru controlul membrelor anterioare şi posterioare.
",,,,
TRUE,"   4. Deplasarea către anterior a unui membru determină în mod normal deplasarea membrului opus spre posterior, datorită inervaţiei reciproce între cele două membre.
",,,,
FALSE,"   5. Răspunsul în diagonală reprezintă o altă manifestare a inervaţiei reciproce, dar numai pentru corelarea membrului de pe partea stângă cu cel de pe partea dreaptă.
",,,,
FALSE,"   6. La patruped flexia membrelor activează uneori reflexe de păşire care implică toate cele patru membre.
",,,,
TRUE,"   7. În general, mişcările de păşire sunt realizate simultan de membrele aflate pe aceeaşi diagonală.
",,,,
TRUE,"   8. Acest tipar al deplasării este posibil în absenţa legăturii cu centri superiori.
",,,,
FALSE,"   9. Deplasarea către anterior a unui membru determină în mod normal şi deplasarea membrului opus spre anterior, datorită inervaţiei reciproce între cele două membre.
",,,,
FALSE,"   10. În general, mişcările de păşire sunt realizate simultan de membrele aflate pe aceeaşi latură .
",,,,
FALSE,,,,,
FALSE,"205. Care sunt variantele corecte?
",,,,
TRUE,"   1. Reflexul de grataj este iniţiat de senzaţia de prurit sau de gâdilat şi este un reflex medular deosebit de important la unele animale.
",,,,
FALSE,"   2. Reflexul de grataj implică o mişcare dus-întors de grataj, dar care nu presupune existenţa unor circuite de inervaţie reciprocă care generează oscilaţii.
",,,,
TRUE,"   3. Cauza cea mai frecventă a spasmului muscular local este durerea localizată, iar la fiinţa umană el poate fi observat cu uşurinţă.
",,,,
FALSE,"   4. Reflexul de grataj implică un simţ înalt dezvoltat al poziţiei, dar care nu permite localizarea de către membrul respectiv a punctului exact al iritaţiei de pe suprafaţa corpului.
",,,,
FALSE,"   5. Cauza cea mai frecventă a spasmului muscular local este durerea nelocalizată, iar la fiinţa umană el nu poate fi observat cu uşurinţă.
",,,,
TRUE,"   6. Reflexul de grataj implică o mişcare dus-întors de grataj, care presupune existenţa unor circuite de inervaţie reciprocă care generează oscilaţii, ca şi la mişcările de păşire.
",,,,
TRUE,"   7. Reflexul de grataj implică un simţ înalt dezvoltat al poziţiei care permite localizarea de către membrul respectiv a punctului exact al iritaţiei de pe suprafaţa corpului.
",,,,
TRUE,"   8. Crampele musculare tipice apar printr-un circuit de feedback pozitiv, prin care o iritaţie iniţială uşoară generează o contracţie care creşte progresiv în intensitate până la instalarea unei crampe musculare complete.
",,,,
FALSE,"   9. Crampele musculare tipice apar printr-un circuit de feedback negativ, prin care o iritaţie iniţială uşoară generează o contracţie care creşte progresiv în intensitate până la instalarea unei crampe musculare complete.
",,,,
FALSE,"   10. Reflexul de grataj este iniţiat de senzaţia de prurit sau de gâdilat şi este un reflex bulbar deosebit de important la unele animale.
",,,,
FALSE,,,,,
FALSE,"206. Controlul mişcărilor voluntare se face astfel:
",,,,
TRUE,"   1. Cortexul motor este împărţit în trei subregiuni, fiecare dintre acestea având propria sa reprezentare topografică a grupurilor musculare şi a funcţiilor motorii specifice: cortexul motor primar, aria premotorie, aria motorie suplimentară.
",,,,
TRUE,"   2. Un neuron din cortexul motor activează de obicei o mişcare specifică şi nu un anumit muşchi, scop pentru care neuronul respectiv activează un tipar de activitate musculară.
",,,,
FALSE,"   3. Un singur neuron din cortexul motor activează de obicei un anumit muşchi şi nu o mişcare specifică, astfel că neuronul respectiv nu poate activa un tipar de activitate musculară.
",,,,
FALSE,"   4. Mai puţin de un sfert din întreg cortexul motor primar asigură controlul muşchilor mâinilor şi al muşchilor implicaţi în producerea vorbirii.
",,,,
FALSE,"   5. Stimularea unui singur neuron din cortexul motor activează de obicei un anumit muşchi şi nu o mişcare specifică.
",,,,
FALSE,"   6. O minoritate a mişcărilor voluntare iniţiate la nivel cortical sunt rezultatul activării de către cortex a unor tipare funcţionale stocate.
",,,,
TRUE,"   7. Stimularea unui singur neuron din cortexul motor activează de obicei o mişcare specifică şi nu un anumit muşchi.
",,,,
TRUE,"   8. Majoritatea mişcărilor voluntare iniţiate la nivel cortical sunt rezultatul activării de către cortex a unor tipare funcţionale stocate.
",,,,
TRUE,"   9. Mai mult de jumătate din întreg cortexul motor primar asigură controlul muşchilor mâinilor şi al muşchilor implicaţi în producerea vorbirii.
",,,,
FALSE,"   10. Cortexul motor este împărţit în trei subregiuni, dar nu fiecare dintre acestea are propria sa reprezentare topografică a grupurilor musculare şi a funcţiilor motorii specifice: cortexul motor primar, cortexul motor secundar, aria motorie suplimentară.
",,,,
FALSE,,,,,
FALSE,"207. Controlul mişcărilor voluntare se face prin diverse mecanisme, astfel:
",,,,
FALSE,"   1. Impulsurile nervoase generate în aria premotorie activează tipare motorii mult mai simple în comparaţie cu tiparele complexe generate la nivelul cortexului motor primar.
",,,,
TRUE,"   2. Impulsurile nervoase generate în aria premotorie activează tipare motorii mult mai complexe în comparaţie cu tiparele discrete generate la nivelul cortexului motor primar.
",,,,
TRUE,"   3. Regiunea cea mai anterioară a ariei premotorii creează iniţial o 'imagine motorie' a întregii mişcări care urmează a fi efectuată, iar în cortexul premotor posterior imaginea activează fiecare tipar succesiv de activitate musculară necesar pentru concretizarea imaginii respective.
",,,,
FALSE,"   4. Regiunea cea mai posterioară a ariei premotorii creează iniţial o 'imagine motorie' a întregii mişcări care urmează a fi efectuată, iar în cortexul premotor anterior imaginea activează fiecare tipar succesiv de activitate musculară necesar pentru concretizarea imaginii respective.
",,,,
FALSE,"   5. Cortexul motor primar trimite impulsuri direct către regiunea anterioară a cortexului premotor pentru a stimula anumiţi muşchi.
",,,,
TRUE,"   6. Un exemplu de tipar activat de aria premotorie constă în poziţionarea umerilor şi braţelor astfel încât mâinile să fie corect orientate pentrn a putea îndeplini anumite sarcini.
",,,,
TRUE,"   7. Regiunea posterioară a cortexului premotor trimite impulsuri direct către cortexul motor primar pentru a stimula anumiţi muşchi.
",,,,
FALSE,"   8. Un exemplu de tipar activat de cortexului motor primar constă în poziţionarea umerilor şi braţelor astfel încât mâinile să fie corect orientate pentrn a putea îndeplini anumite sarcini.
",,,,
TRUE,"   9. În cazul anumitor tipuri de mişcări există o cale aproape directă care leagă cortexul de motoneuronii anteriori din măduva spinării, ocolind unii centri motori şi fiind calea utilizată pentru controlul mişcărilor fine ale degetelor şi mâinilor.
",,,,
FALSE,"   10. În cazul anumitor tipuri de mişcări există o cale aproape directă care leagă cortexul de motoneuronii anteriori din măduva spinării, ocolind unii centri motori şi neputând fi utilizată pentru controlul mişcărilor fine ale degetelor şi mâinilor.
",,,,
FALSE,,,,,
FALSE,"208. Aria motorie suplimentară prezintă următoarele aspecte funcţionale:
",,,,
TRUE,"   1. Stimularea ariei conduce frecvent la mişcări bilaterale de prindere, realizate simultan de ambele mâini.
",,,,
TRUE,"   2. Ea funcţionează în asociere cu aria premotorie pentru mişcările conjugate al e globilor oculari şi pentru poziţia capului.
",,,,
FALSE,"   3. Această arie comandă motor mişcările cel mai fine ale braţelor şi mâinilor.
",,,,
FALSE,"   4. Stimularea ariei conduce frecvent la mişcări unilaterale de prindere, nerealizate simultan de ambele mâini.
",,,,
TRUE,"   5. Ea funcţionează în asociere cu aria premotorie pentru a realiza postura de ansamblu a corpului şi mişcările de fixare ale diferitelor segmente ale corpului.
",,,,
FALSE,"   6. Ea funcţionează în asociere cu cortexul motor primar pentru a realiza postura de ansamblu a corpului şi mişcările de fixare ale diferitelor segmente ale corpului.
",,,,
FALSE,"   7. Ea funcţionează în asociere cu cortexul motor primar pentru mişcările conjugate ale globilor oculari şi pentru poziţia capului.
",,,,
TRUE,"   8. Contracţiile generate prin stimularea acestei arii sunt cel mai frecvent bilaterale şi nu unilaterale.
",,,,
TRUE,"   9. Mişcările dependente de această arie reprezintă o condiţie necesară pentru controlul motor mai fin al braţelor şi mâinilor realizat de aria premoto rie şi cortexul motor primar.
",,,,
FALSE,"   10. Contracţiile generate prin stimularea acestei arii sunt cel mai frecvent unilaterale şi nu bilaterale.
",,,,
FALSE,,,,,
FALSE,"209. Care sunt variantele corecte?
",,,,
TRUE,"   1. Cortexul premotor, ganglionii bazali, talamusul şi cortexul motor primar constituie un sistem complex care realizează controlul de ansamblu al tiparelor specifice pentru coordonarea activităţii musculare.
",,,,
TRUE,"   2. Eferenţele motorii sunt transmise direct de la cortex la măduva spinării prin tractul corticospinal.
",,,,
FALSE,"   3. Eferenţele motorii sunt transmise direct de la cortex la măduva spinării prin numeroase căi accesorii care includ ganglionii bazali, dar nu cerebelul şi diverşi nuclei ai trunchiului cerebral.
",,,,
TRUE,"   4. Eferenţele motorii sunt transmise indirect de la cortex la măduva spinării prin numeroase căi accesorii care includ ganglionii bazali, cerebelul şi diverşi nuclei ai trunchiului cerebral.
",,,,
FALSE,"   5. În general, căile descendente indirecte controlează mişcările discrete şi detaliate.
",,,,
TRUE,"   6. Căile descendente directe controlează mişcările segmentelor distale ale membrelor, precum mâinile şi degetele de la mâini.
",,,,
FALSE,"   7. Căile descendente indirecte controlează mişcările segmentelor distale ale membrelor, precum mâinile şi degetele de la mâini.
",,,,
FALSE,"   8. Cortexul premotor, ganglionii bazali, hipotalamusul şi cortexul motor primar constituie un sistem complex care realizează controlul de ansamblu al tiparelor specifice pentru coordonarea activităţii musculare.
",,,,
FALSE,"   9. Eferenţele motorii sunt transmise indirect de la cortex la măduva spinării prin tractul corticospinal.
",,,,
TRUE,"   10. În general, căile descendente directe controlează mişcările discrete şi detaliate.
",,,,
FALSE,,,,,
FALSE,"210. Privind căile nervoase aferente ale cortexului motor sunt corecte următoarele:
",,,,
TRUE,"   1. Căi nervoase aferente majore ale cortexului motor sunt fibrele subcorticale din regiunile adiacente ale cortexului cerebral, în special de la: ariile somatosenzoriale din cortexul parietal, ariile adiacente din cortexul frontal imediat anterior de cortexul motor, cortexul vizual şi auditiv.
",,,,
FALSE,"   2. Funcţiile cortexului motor sunt controlate în principal de impulsuri nervoase provenite de la sistemul somatosenzorial, însă într-o anumită măsură şi de la alte sisteme senzoriale, de exemplu sistemul olfactiv şi gustativ.
",,,,
FALSE,"   3. Fibre de la nucleii intralaminari hipotalamici nu controlează nivelul general al excitabilităţii cortexului motor în aceeaşi manieră în care controlează nivelul general al excitabilităţii majorităţii celorlalte regiuni ale cortexului cerebral.
",,,,
FALSE,"   4. Căi nervoase aferente minore ale cortexului motor sunt fibrele subcorticale din regiunile adiacente ale cortexului cerebral, cum ar fi: ariile somatosenzoriale din cortexul parietal, ariile adiacente din cortexul frontal imediat posterior de cortexul motor, cortexul olfactiv şi gustativ.
",,,,
TRUE,"   5. Fibre subcorticale care sosesc prin corpul calos din emisfera cerebrală opusă conectează ariile corticale corespondente ale celor două emisfere cerebrale.
",,,,
TRUE,"   6. Fibre de la nucleii intralaminari talamici controlează nivelul general al excitabilităţii cortexului motor în aceeaşi manieră în care controlează nivelul general al excitabilităţii majorităţii celorlalte regiuni ale cortexului cerebral.
",,,,
FALSE,"   7. Fibre subsubcorticale care sosesc prin corpul calos din emisferele cerebeloase conectează ariile corticale corespondente ale celor două emisfere cerebrale.
",,,,
TRUE,"   8. Fibre somatosenzoriale care sosesc direct de la complexul ventrobazal talamic transmit în principal impulsuri tactile cutanate şi impulsuri articulare şi musculare din periferie.
",,,,
TRUE,"   9. Funcţiile cortexului motor sunt controlate în principal de impulsuri nervoase provenite de la sistemul somatosenzorial, însă într-o anumită măsură şi de la alte sisteme senzoriale, de exemplu sistemul vizual şi sistemul auditiv.
",,,,
FALSE,"   10. Fibre somatomotorii care sosesc indirect de la complexul ventrobazal talamic transmit în principal impulsuri tactile cutanate şi impulsuri articulare şi musculare spre periferie.
",,,,
FALSE,,,,,
FALSE,"211. Privind căile nervoase eferente şi aferente ale cortexului motor sunt corecte următoarele:
",,,,
TRUE,"   1. Axonii celulelor gigante Betz trimit colaterale scurte înapoi spre cortex, probabil pentru a inhiba regiunile corticale adiacente atunci când celulele Betz se descarcă, contribuind astfel la amplificarea semnalului excitator.
",,,,
FALSE,"   2. Axonii celulelor gigante Betz trimit colaterale scurte înapoi spre cerebel, probabil pentru a stimula regiunile corticale adiacente atunci când celulele Betz se descarcă, contribuind astfel la amplificarea semnalului excitator.
",,,,
FALSE,"   3. Tractul corticospinal (piramidal), este o importantă cale eferentă de la nivelul cortexului motor, aproximativ 70% dintre fibrele tractului corticospinal având originea în cortexul motor.
",,,,
FALSE,"   4. După recepţionarea informaţiilor senzoriale, cortexul motor acţionează asociat cu ganglionii bazali şi disociat cu cerebelul pentru a genera acţiunile motorii adecvate.
",,,,
FALSE,"   5. Tracturi de la nucleii talamici ventrolateral şi ventroanterior primesc impulsuri de la cerebel şi ganglionii bazali, care nu sunt însă necesare pentru coordonarea funcţiilor motorii controlate de cortexul motor, ganglionii bazali şi cerebel.
",,,,
TRUE,"   6. Tracturi de la nucleii talamici ventrolateral şi ventroanterior primesc impulsuri de la cerebel şi ganglionii bazali, necesare pentru coordonarea funcţiilor motorii controlate de cortexul motor, ganglionii bazali şi cerebel.
",,,,
TRUE,"   7. Tractul corticospinal (piramidal), este o importantă cale eferentă de la nivelul cortexului motor, aproximativ 30% dintre fibrele tractului corticospinal având originea în cortexul motor.
",,,,
FALSE,"   8. Un număr mare de fibre are traiect de la cortexul motor la nucleul caudat şi putamen, de unde căi adiţionale se distribuie spre trunchiul cerebral şi măduva spinării, în principal pentru a controla contracţiile musculaturii distale a membrelor pentru mişcări fine.
",,,,
TRUE,"   9. După recepţionarea informaţiilor senzoriale, cortexul motor acţionează în asociere cu ganglionii bazali şi cerebelul pentru a genera acţiunile motorii adecvate.
",,,,
TRUE,"   10. Un număr mare de fibre are traiect de la cortexul motor la nucleul caudat şi putamen, de unde căi adiţionale se distribuie spre trunchiul cerebral şi măduva spinării, în principal pentru a controla contracţiile musculaturii posturale a corpului.
",,,,
FALSE,,,,,
FALSE,"212. Nucleul roşu funcţionează astfel:
",,,,
TRUE,"   1. Primeşte un număr mare de fibre direct de la cortexul motor primar prin tractul corticorubric.
",,,,
FALSE,"   2. Primeşte un număr mare de fibre indirect de la cortexul motor cerebelos prin tractul corticorubric.
",,,,
FALSE,"   3. Tracturile corticospinal şi rubrospinal sunt denumite generic sistemul motor medial al măduvei, spre deosebire de sistemul vestibulo-reticulo-spinal, denumit sistemul motor lateral al măduvei.
",,,,
TRUE,"   4. Tracturile corticospinal şi rubrospinal sunt denumite generic sistemul motor lateral al măduvei, spre deosebire de sistemul vestibulo-reticulo-spinal, denumit sistemul motor medial al măduvei.
",,,,
TRUE,"   5. Primeşte fibre ramificate din tractul corticospinal, care se desprind la trecerea acestuia prin mezencefal.
",,,,
FALSE,"   6. Reprezintă o cale alternativă pentru transmiterea semnalelor corticale către măduva spinării, disociată de sistemul corticospinal.
",,,,
TRUE,"   7. Reprezintă o cale alternativă pentru transmiterea semnalelor corticale către măduva spinării, asociată cu sistemul corticospinal.
",,,,
FALSE,"   8. Tractul rubrospinal se termină la nivelul interneuronilor şi al motoneuronilor care controlează musculatura abdominală.
",,,,
FALSE,"   9. Primeşte fibre ramificate din tractul reticulospinal, care se desprind la trecerea acestuia prin mezencefal.
",,,,
TRUE,"   10. Tractul rubrospinal se termină la nivelul interneuronilor şi al motoneuronilor care controlează musculatura distală a membrelor.
",,,,
FALSE,,,,,
FALSE,"213. Care sunt variantele corecte privind căile corticospinale?
",,,,
TRUE,"   1. Majoriatea fibrelor piramidale decusează în regiunea inferioară a bulbului, trecând în jumătatea opusă şi au traiect descendent prin tracturile corticospinale laterale ale măduvei spinării, terminându­se în principal la nivelul interneuronilor din regiunile intermediare ale substanţei cenuşii medulare.
",,,,
FALSE,"   2. Unele fibre piramidale nu decusează la nivelul bulbului, ci coboară ipsilateral prin măduvă, fomând tracturile corticospinale anterioare, iar multe dintre aceste fibre (dacă nu majoritatea) decusează la nivelul gâtului sau în regiunea toracică superioară, asigurând controlul mişcărilor posturale bilaterale exercitat de aria premotorie.
",,,,
TRUE,"   3. Câteva fibre piramidale fac sinapsă în neuronii senzoriali de releu din cornul posterior şi un număr foarte mic de fibre ajunge direct la motoneuronii anteriori care produc contracţia musculară.
",,,,
FALSE,"   4. Tractul piramidal conţine fibrele mielinizate mari cu diametrul mediu de 160 microni, cu originea la nivelul celulelor piramidale gigante cu diametru de aproximativ 6 microni, denumite celule Betz, care nu sunt localizate numai în cortexul motor primar, iar axonii lor transmit impulsuri nervoase spre măduva spinării cu viteză de 7 m/sec, cea mai mare viteză de transmitere a oricăror semnale de la creier la măduvă.
",,,,
TRUE,"   5. Fiecare tract corticospinal conţine aproximativ 34000 de fibre mari cu originea în celulele Betz, dar aceasta înseamnă numai 3 % din totalul de peste un milion de fibre din fiecare tract corticospinal, restul de 97 % fiind în principal fibre cu diametrul mai mic de 4 microni. care conduc spre ariile motorii medulare impulsuri cu rol în menţinerea tonusului.
",,,,
FALSE,"   6. Fiecare tract corticospinal conţine aproximativ 340 de fibre mari cu originea în celulele Betz, dar aceasta înseamnă numai 3 % din totalul de peste un milion de fibre din fiecare tract corticospinal, restul de 97 % fiind în principal fibre cu diametrul mai mare de 40 microni, care conduc spre ariile motorii medulare impulsuri cu rol în menţinerea tonusului.
",,,,
FALSE,"   7. Unele fibre piramidale nu decusează la nivelul bulbului, ci coboară ipsilateral prin măduvă, fomând tracturile corticospinale laterale, iar multe dintre aceste fibre (dacă nu majoritatea) decusează la nivelul gâtului sau în regiunea toracică superioară, asigurând controlul mişcărilor posturale bilaterale exercitat de aria motorie suplimentară.
",,,,
TRUE,"   8. Tractul piramidal conţine fibrele mielinizate mari cu diametrul mediu de 16 microni, cu originea la nivelul celulelor piramidale gigante cu diametru de aproximativ 60 microni, denumite celule Betz, care sunt localizate numai în cortexul motor primar, iar axonii lor transmit impulsuri nervoase spre măduva spinării cu viteză de 70 m/sec, cea mai mare viteză de transmitere a oricăror semnale de la creier la măduvă.
",,,,
FALSE,"   9. Câteva fibre piramidale fac sinapsă în neuronii senzoriali de releu din cornul anterior şi un număr foarte mare de fibre ajunge direct la motoneuronii posteriori care produc contracţia musculară.
",,,,
FALSE,"   10. Majoriatea fibrelor piramidale decusează în regiunea superioară a bulbului, trecând în jumătatea opusă şi au traiect descendent prin tracturile corticospinale anterioare ale măduvei spinării, terminându­se în principal la nivelul interneuronilor din regiunile intermediare ale substanţei albe medulare.
",,,,
FALSE,,,,,
FALSE,"214. Funcţiile sistemului corticorubrospinal se realizează astfel:
",,,,
FALSE,"   1. În regiunea medulară cervicală, care are un volum mai mic deoarece este zona pentru controlul degetelor şi mâinilor, numeroase fibre corticospinale şi rubrospinale fac sinapsă direct la nivelul motoneuronilor anteriori, reprezentând astfel o cale directă prin care însă creierul nu poate activa contracţia musculară, în concordanţă cu faptul că la nivelul cortexului motor primar există o regiune foarte puţin întinsă pentru controlul mişcărilor fine ale mâinii şi degetelor.
",,,,
TRUE,"   2. În regiunea medulară cervicală, care are un volum mai mare deoarece este zona pentru controlul degetelor şi mâinilor, numeroase fibre corticospinale şi rubrospinale fac sinapsă direct la nivelul motoneuronilor anteriori, reprezentând astfel o cale directă prin care creierul poate activa contracţia musculară, în concordanţă cu faptul că la nivelul cortexului motor primar există o regiune foarte întinsă pentru controlul mişcărilor fine ale mâinii şi degetelor.
",,,,
FALSE,"   3. Nucleul roşu are conexiuni strânse cu cerebelul, acestea fiind similare conexiunilor dintre cortexul motor şi cerebel, iar zona magnocelulară a nucleului roşu nu conţine o reprezentare somatografică a tuturor muşchilor corpului, ca şi în cazul cortexului motor, astfel că stimularea unui singur punct al zonei magnocelulare nu produce contracţia unui singur muşchi sau a unui grup restrâns de muşchi, dar fineţea reprezentării diferiţilor muşchi este mult mai dezvoltată în comparaţie cu cea din cortexul motor, situaţie întâlnită în special la fiinţa umană, în cazui căreia dimensiunile nucleilor roşii sunt relativ mari.
",,,,
TRUE,"   4. Nucleul roşu conţine neuroni mari cu dimensiuni similare celulelor Betz din cortexul motor, axonii acestor neuroni mari dau naştere tractului rubrospinal, care decusează în regiunea inferioară a trunchiului cerebral şi coboară imediat adiacent şi anterior de tractul corticospinal prin coloanele laterale ale măduvei spinării, fibrele rubrospinale se termină în cea mai mare parte la nivelul interneuronilor din regiunile intermediare ale substanţei cenuşii medulare, împreună cu fibrele corticospinale.
",,,,
FALSE,"   5. Nucleul roşu conţine neuroni mici cu dimensiuni similare celulelor Betz din cortexul motor, axonii acestor neuroni mici dau naştere tractului rubrospinal, care decusează în regiunea superioară a trunchiului cerebral şi coboară imediat adiacent şi anterior de tractul corticospinal prin coloanele posterioare ale măduvei spinării.
",,,,
FALSE,"   6. Calea corticorubrospinală reprezintă o cale accesorie pentru transmiterea unor semnale relativ discrete de la cortexul motor la măduva spinării; dacă fibrele corticospinale sunt distruse însă calea corticorubrospinală este intactă, mişcările discrete nu pot fi efectuate, cu excepţia mişcărilor pentrn controlul fin al degetelor de la mâini şi al mâinilor, acestea nefiind afectate considerabil, în timp ce mişcările încheieturilor mâinii nu sunt funcţionale, acestea fiind abolite în cazul distrugerii căii corticorubrospinale.
",,,,
TRUE,"   7. Nucleul roşu are conexiuni strânse cu cerebelul, acestea fiind similare conexiunilor dintre cortexul motor şi cerebel, iar zona magnocelulară a nucleului roşu conţine o reprezentare somatografică a tuturor muşchilor corpului, ca şi în cazul cortexului motor, astfel că stimularea unui singur punct al zonei magnocelulare produce contracţia unui singur muşchi sau a unui grup restrâns de muşchi, însă fineţea reprezentării diferiţilor muşchi este mult mai puţin dezvoltată în comparaţie cu cea din cortexul motor, situaţie întâlnită în special la fiinţa umană, în cazui căreia dimensiunile nucleilor roşii sunt relativ mici.
",,,,
FALSE,"   8. Fibrele rubrospinale se termină în cea mai mare parte la nivelul motoneuronilor din regiunile intermediare ale substanţei cenuşii medulare, împreună cu fibrele corticospinale, dar unele dintre fibrele rubrospinale se termină direct la nivelul motoneuronilor posteriori, împreună cu unele dintre fibrele corticospinale.
",,,,
TRUE,"   9. Calea corticorubrospinală reprezintă o cale accesorie pentru transmiterea unor semnale relativ discrete de la cortexul motor la măduva spinării; dacă fibrele corticospinale sunt distruse însă calea corticorubrospinală este intactă, mişcările discrete pot fi efectuate, cu excepţia mişcărilor pentrn controlul fin al degetelor de la mâini şi al mâinilor, acestea fiind afectate considerabil, în timp ce mişcările încheieturilor mâinii sunt funcţionale, acestea fiind abolite în cazul distrugerii căii corticorubrospinale.
",,,,
TRUE,"   10. Fibrele rubrospinale se termină în cea mai mare parte la nivelul interneuronilor din regiunile intermediare ale substanţei cenuşii medulare, împreună cu fibrele corticospinale, dar unele dintre fibrele rubrospinale se termină direct la nivelul motoneuronilor anteriori, împreună cu unele dintre fibrele corticospinale.
",,,,
FALSE,,,,,
FALSE,"215. Referitor la dispunerea neuronilor din cortexul motor sub formă de coloane verticale, care sunt afirmaţiile corecte?
",,,,
